Date,02T,05T,10T,11T,12T,59T,61T,03T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,22T,27T,81T
1/1/2019,n/a,15,20,22,n/a,23,n/a,25,22,28,27,31,28,23,21,n/a,15,19,24,18,n/a,n/a,n/a
2/1/2019,n/a,21,26,21,n/a,23,n/a,25,25,30,30,30,34,23,26,n/a,22,26,28,19,n/a,n/a,n/a
3/1/2019,n/a,24,26,25,n/a,24,n/a,29,28,34,33,35,35,32,37,n/a,26,29,33,22,n/a,n/a,n/a
4/1/2019,n/a,27,32,29,n/a,28,32,33,31,37,39,40,39,33,36,n/a,30,30,39,27,n/a,48,n/a
5/1/2019,n/a,33,37,36,n/a,35,39,43,34,46,51,47,48,45,45,n/a,38,38,43,35,n/a,63,n/a
6/1/2019,n/a,62,61,60,n/a,63,68,76,51,81,75,91,86,75,64,n/a,63,62,59,63,n/a,80,n/a
7/1/2019,n/a,65,60,61,n/a,56,68,69,58,74,71,83,80,68,65,n/a,60,68,74,57,n/a,76,n/a
8/1/2019,n/a,19,27,28,n/a,23,23,38,n/a,23,28,34,32,22,30,n/a,18,13,28,50,n/a,12,n/a
9/1/2019,n/a,22,26,27,n/a,24,30,n/a,n/a,26,33,43,33,32,35,n/a,20,14,24,26,n/a,15,n/a
10/1/2019,n/a,37,40,39,n/a,35,45,56,47,44,46,49,46,44,52,n/a,32,31,42,45,n/a,36,n/a
11/1/2019,n/a,62,69,64,n/a,59,87,81,83,81,81,87,76,74,78,n/a,54,48,62,57,n/a,63,n/a
12/1/2019,n/a,52,52,52,n/a,53,60,72,62,63,65,68,70,64,73,n/a,51,50,56,65,n/a,61,n/a
13/1/2019,n/a,63,60,62,n/a,55,65,88,70,74,66,74,87,68,71,n/a,62,61,55,63,n/a,85,n/a
14/1/2019,n/a,58,56,59,n/a,57,71,86,64,73,65,79,81,68,86,n/a,58,54,62,55,n/a,81,n/a
15/1/2019,n/a,48,47,53,n/a,46,60,68,48,50,58,68,60,55,58,n/a,45,34,49,58,n/a,34,n/a
16/1/2019,n/a,38,40,39,n/a,38,48,54,39,44,48,50,52,54,54,n/a,41,39,43,48,n/a,54,n/a
17/1/2019,n/a,45,45,42,n/a,38,51,53,51,49,49,52,58,44,56,n/a,47,44,45,n/a,n/a,77,n/a
18/1/2019,n/a,26,31,32,n/a,32,35,35,38,34,35,40,38,34,46,n/a,27,27,33,36,n/a,60,n/a
19/1/2019,n/a,39,46,45,n/a,44,52,51,57,53,53,55,56,49,48,n/a,46,42,49,40,n/a,69,n/a
20/1/2019,n/a,50,49,52,n/a,44,60,80,62,64,62,57,67,62,68,n/a,57,54,66,51,n/a,89,n/a
21/1/2019,n/a,57,66,60,n/a,55,71,86,72,83,74,75,82,73,78,n/a,65,56,61,61,n/a,86,n/a
22/1/2019,n/a,40,40,43,n/a,39,52,59,52,50,50,52,57,47,73,n/a,46,42,46,53,n/a,67,n/a
23/1/2019,n/a,41,41,39,n/a,36,50,60,47,45,49,47,58,43,55,n/a,45,45,50,48,n/a,76,n/a
24/1/2019,n/a,48,45,39,n/a,36,51,55,46,43,45,46,56,38,56,n/a,45,48,49,51,n/a,76,n/a
25/1/2019,n/a,60,63,59,n/a,50,74,86,74,71,66,66,81,56,87,n/a,70,65,89,57,n/a,106,n/a
26/1/2019,n/a,51,50,52,n/a,46,64,72,60,58,61,57,70,52,70,n/a,51,54,62,63,n/a,103,n/a
27/1/2019,n/a,40,42,43,n/a,42,50,43,47,46,50,47,53,43,48,n/a,39,41,47,49,n/a,67,n/a
28/1/2019,n/a,55,54,51,n/a,49,65,63,60,57,63,59,66,51,62,n/a,54,57,62,55,n/a,103,n/a
29/1/2019,n/a,65,67,61,n/a,56,n/a,87,71,71,72,65,76,61,74,n/a,71,71,75,63,n/a,134,n/a
30/1/2019,n/a,79,84,81,n/a,70,94,104,92,84,89,90,93,78,86,n/a,77,92,84,88,n/a,113,n/a
31/1/2019,n/a,58,59,52,n/a,56,69,87,66,71,70,69,71,65,84,n/a,56,n/a,65,81,n/a,97,n/a
1/2/2019,n/a,32,34,39,n/a,33,43,52,44,41,45,50,47,38,43,n/a,33,34,43,45,n/a,35,n/a
2/2/2019,n/a,29,32,32,n/a,29,37,48,40,37,39,46,40,34,45,n/a,25,30,33,44,n/a,32,n/a
3/2/2019,n/a,21,26,25,n/a,21,28,31,29,26,29,36,31,24,29,n/a,20,25,27,29,n/a,27,n/a
4/2/2019,n/a,20,27,28,n/a,21,30,38,31,27,30,35,31,27,29,n/a,21,21,24,32,n/a,23,n/a
5/2/2019,n/a,20,24,28,n/a,21,29,35,30,24,31,38,34,26,24,n/a,20,22,28,31,n/a,23,n/a
6/2/2019,n/a,12,17,21,n/a,17,22,33,24,18,23,29,28,18,21,n/a,15,17,19,26,n/a,18,n/a
7/2/2019,n/a,16,19,23,n/a,21,25,37,27,22,24,30,32,21,26,n/a,19,19,20,28,n/a,22,n/a
8/2/2019,n/a,14,22,24,n/a,21,26,41,25,21,25,34,32,20,26,n/a,19,18,22,28,n/a,14,n/a
9/2/2019,n/a,9,15,20,n/a,15,19,34,20,16,20,28,25,17,20,n/a,13,14,16,26,n/a,7,n/a
10/2/2019,n/a,13,18,22,n/a,18,22,27,25,20,23,30,28,20,20,n/a,18,19,23,29,n/a,12,n/a
11/2/2019,n/a,16,22,24,n/a,22,26,38,27,23,26,28,33,23,26,n/a,18,20,23,34,n/a,15,n/a
12/2/2019,n/a,24,25,33,n/a,25,34,42,36,27,36,36,39,31,37,n/a,25,23,28,32,n/a,17,n/a
13/2/2019,n/a,45,44,52,n/a,50,59,64,62,58,61,67,66,55,58,n/a,47,52,52,60,n/a,64,n/a
14/2/2019,n/a,19,28,28,n/a,24,29,42,31,27,28,39,34,25,29,n/a,22,21,24,37,n/a,19,n/a
15/2/2019,n/a,18,24,26,n/a,22,27,36,29,24,26,31,32,23,26,n/a,21,20,23,27,n/a,16,n/a
16/2/2019,n/a,14,19,22,n/a,21,21,32,25,21,22,30,28,20,28,n/a,17,17,17,25,n/a,15,n/a
17/2/2019,n/a,10,14,17,n/a,15,18,27,20,17,16,22,25,17,22,n/a,13,15,15,19,n/a,13,n/a
18/2/2019,n/a,8,12,15,n/a,13,16,30,20,14,16,19,25,14,23,n/a,11,12,14,19,n/a,12,n/a
19/2/2019,n/a,5,n/a,13,n/a,7,13,23,16,13,13,15,21,11,14,n/a,8,10,13,17,n/a,9,n/a
20/2/2019,n/a,7,n/a,15,n/a,8,16,34,19,14,14,19,22,14,19,n/a,10,11,13,15,n/a,11,n/a
21/2/2019,n/a,13,16,20,n/a,13,21,33,24,18,20,26,26,17,21,n/a,14,14,16,22,n/a,14,n/a
22/2/2019,n/a,9,13,16,n/a,10,18,31,18,15,16,22,24,14,23,n/a,13,12,14,23,n/a,15,n/a
23/2/2019,n/a,13,17,19,n/a,16,21,34,23,18,20,27,27,18,24,n/a,16,15,17,19,n/a,18,n/a
24/2/2019,n/a,13,17,21,n/a,15,21,26,22,18,21,31,29,18,21,n/a,15,14,19,22,n/a,18,n/a
25/2/2019,n/a,14,18,23,n/a,16,21,33,24,20,22,26,30,19,20,n/a,15,15,21,22,n/a,19,n/a
26/2/2019,n/a,17,19,21,n/a,18,23,35,26,21,23,29,29,20,25,n/a,16,16,20,29,n/a,20,n/a
27/2/2019,n/a,19,24,29,n/a,22,27,43,30,25,29,32,35,25,34,n/a,22,20,25,36,n/a,24,n/a
28/2/2019,n/a,21,24,32,n/a,25,33,43,34,27,30,38,39,28,31,n/a,25,24,25,37,n/a,26,n/a
1/3/2019,n/a,20,24,28,n/a,24,29,40,31,25,28,36,34,25,33,n/a,25,24,24,31,n/a,26,n/a
2/3/2019,n/a,22,25,26,n/a,26,31,37,32,25,29,36,37,26,30,n/a,24,23,26,31,n/a,25,n/a
3/3/2019,n/a,18,24,24,n/a,24,29,33,30,23,26,35,34,24,30,n/a,20,20,21,27,n/a,25,n/a
4/3/2019,n/a,15,20,22,n/a,17,22,34,25,19,20,26,33,19,23,n/a,18,19,20,23,n/a,20,n/a
5/3/2019,n/a,22,24,27,n/a,22,31,40,32,25,28,30,39,24,31,n/a,24,20,27,34,n/a,28,n/a
6/3/2019,n/a,23,25,28,n/a,20,31,45,32,28,28,34,39,25,35,n/a,24,30,27,31,n/a,30,n/a
7/3/2019,n/a,11,13,19,n/a,11,18,33,21,16,17,21,26,15,21,n/a,14,16,15,21,n/a,16,n/a
8/3/2019,n/a,12,16,19,n/a,14,19,35,23,16,19,23,28,16,19,n/a,13,18,20,26,n/a,9,n/a
9/3/2019,n/a,11,14,16,n/a,14,19,26,22,15,17,23,26,15,16,n/a,12,15,17,26,n/a,9,n/a
10/3/2019,n/a,11,14,17,n/a,15,18,22,20,16,17,23,28,16,21,n/a,11,14,16,23,n/a,9,n/a
11/3/2019,n/a,13,18,21,n/a,19,23,34,27,23,22,28,30,24,34,n/a,16,19,17,32,n/a,20,n/a
12/3/2019,n/a,33,31,36,n/a,32,38,67,48,43,36,42,53,35,60,n/a,37,33,30,35,n/a,56,n/a
13/3/2019,n/a,17,20,25,n/a,22,23,39,28,23,25,33,32,21,44,n/a,19,23,24,35,n/a,26,n/a
14/3/2019,n/a,13,15,20,n/a,16,20,29,25,19,20,26,26,n/a,24,n/a,14,16,16,25,n/a,10,n/a
15/3/2019,n/a,14,16,18,n/a,13,19,33,23,16,19,27,28,19,22,n/a,15,19,18,22,n/a,9,n/a
16/3/2019,n/a,25,24,29,n/a,23,28,41,37,31,29,43,44,32,34,n/a,25,n/a,28,39,n/a,24,n/a
17/3/2019,n/a,26,33,30,n/a,26,36,38,35,27,36,45,42,31,n/a,n/a,25,25,26,43,n/a,20,n/a
18/3/2019,n/a,27,30,34,n/a,29,34,47,37,33,34,43,46,34,n/a,n/a,29,29,25,40,n/a,25,n/a
19/3/2019,n/a,23,25,27,n/a,24,28,48,32,28,29,36,41,28,33,n/a,29,26,22,35,n/a,21,n/a
20/3/2019,n/a,20,22,26,n/a,20,27,46,29,25,27,34,36,26,31,n/a,24,28,20,37,n/a,20,n/a
21/3/2019,n/a,18,21,27,n/a,21,24,44,29,25,25,37,34,27,35,n/a,26,23,17,37,n/a,20,n/a
22/3/2019,n/a,22,27,27,n/a,27,28,50,34,31,30,42,39,34,36,n/a,36,27,22,34,n/a,26,n/a
23/3/2019,n/a,28,32,33,n/a,32,35,48,37,33,35,46,42,n/a,42,n/a,34,30,31,39,n/a,36,n/a
24/3/2019,n/a,26,28,30,n/a,24,30,37,31,26,30,35,40,n/a,29,n/a,29,30,32,36,n/a,22,n/a
25/3/2019,n/a,18,22,23,n/a,21,23,33,26,22,22,33,29,n/a,21,n/a,n/a,24,26,28,n/a,12,n/a
26/3/2019,n/a,15,18,19,n/a,15,23,30,24,20,22,29,25,22,20,n/a,n/a,25,23,24,n/a,11,n/a
27/3/2019,n/a,13,19,18,n/a,12,24,37,22,17,20,24,24,22,24,n/a,22,18,18,20,n/a,11,n/a
28/3/2019,n/a,14,16,20,n/a,17,24,36,24,22,20,27,24,24,26,n/a,27,21,19,21,n/a,16,n/a
29/3/2019,n/a,15,17,20,n/a,17,24,38,25,21,19,29,26,21,21,n/a,28,24,19,22,n/a,13,n/a
30/3/2019,n/a,15,19,21,n/a,16,25,38,23,21,19,30,25,21,27,n/a,23,21,18,25,n/a,13,n/a
31/3/2019,n/a,15,20,22,n/a,21,28,28,24,22,23,25,27,25,24,n/a,24,23,18,23,n/a,12,n/a
1/4/2019,n/a,14,19,20,n/a,18,24,33,24,22,19,29,27,21,19,n/a,39,21,18,20,n/a,9,n/a
2/4/2019,n/a,19,18,24,n/a,23,28,38,26,25,23,34,30,25,25,n/a,55,25,17,20,n/a,13,n/a
3/4/2019,n/a,13,16,n/a,n/a,16,22,51,25,19,18,28,27,21,23,n/a,46,21,16,21,n/a,11,n/a
4/4/2019,n/a,14,20,19,n/a,14,26,38,25,18,21,32,24,21,22,n/a,39,19,17,23,n/a,9,n/a
5/4/2019,n/a,11,n/a,16,n/a,12,20,36,19,15,15,25,22,16,17,n/a,35,17,14,29,n/a,8,n/a
6/4/2019,n/a,15,n/a,22,n/a,18,25,36,23,20,22,32,27,23,22,n/a,44,22,16,n/a,n/a,13,n/a
7/4/2019,n/a,11,n/a,16,n/a,12,19,32,19,16,17,24,25,16,19,n/a,26,18,28,n/a,n/a,9,n/a
8/4/2019,n/a,17,n/a,n/a,n/a,17,28,34,24,20,25,n/a,29,20,21,n/a,24,25,22,n/a,n/a,17,n/a
9/4/2019,n/a,10,n/a,n/a,n/a,10,18,35,19,16,15,24,23,16,26,n/a,22,16,14,15,n/a,10,n/a
10/4/2019,n/a,11,14,15,n/a,17,20,39,20,17,16,28,23,18,22,n/a,23,18,15,17,n/a,9,n/a
11/4/2019,n/a,12,17,17,n/a,13,20,35,20,16,16,28,22,18,22,n/a,21,18,15,23,n/a,10,n/a
12/4/2019,n/a,12,17,18,n/a,17,20,30,21,19,18,32,22,19,23,n/a,18,19,14,22,n/a,14,n/a
13/4/2019,n/a,12,13,16,n/a,14,18,20,19,18,19,28,21,19,17,n/a,17,19,14,19,n/a,11,n/a
14/4/2019,n/a,7,11,13,n/a,10,15,17,16,12,14,25,17,14,12,n/a,30,15,13,16,n/a,8,n/a
15/4/2019,n/a,8,8,10,n/a,10,14,17,14,11,14,25,16,13,14,n/a,20,15,13,11,n/a,6,n/a
16/4/2019,n/a,9,11,14,n/a,10,16,21,16,14,15,28,19,15,17,n/a,22,17,14,15,n/a,9,n/a
17/4/2019,n/a,9,10,13,n/a,11,15,26,16,14,13,25,16,15,23,n/a,25,18,13,12,n/a,9,n/a
18/4/2019,n/a,13,15,18,n/a,16,21,33,21,18,19,31,20,20,17,n/a,25,18,14,23,n/a,12,n/a
19/4/2019,n/a,17,18,19,n/a,16,22,38,22,21,21,31,24,20,22,n/a,29,22,15,24,n/a,17,n/a
20/4/2019,n/a,25,28,29,n/a,26,31,47,31,29,29,42,33,30,27,n/a,66,29,19,27,n/a,22,n/a
21/4/2019,n/a,30,25,28,n/a,30,32,45,33,32,30,49,38,32,34,n/a,36,35,22,32,n/a,34,n/a
22/4/2019,n/a,17,21,20,n/a,18,22,35,23,20,21,30,25,18,25,n/a,31,23,16,28,n/a,14,n/a
23/4/2019,n/a,15,17,20,n/a,16,24,30,24,19,26,31,24,20,18,n/a,n/a,n/a,16,20,n/a,13,n/a
24/4/2019,n/a,12,19,19,n/a,14,24,37,21,17,22,30,21,18,26,n/a,39,18,14,24,n/a,14,n/a
25/4/2019,n/a,15,19,20,n/a,18,24,43,25,22,25,30,26,22,34,n/a,44,22,20,27,n/a,20,n/a
26/4/2019,n/a,23,27,26,n/a,25,29,41,30,26,31,39,31,25,33,n/a,70,26,22,29,n/a,21,n/a
27/4/2019,n/a,16,23,25,n/a,22,29,40,27,23,28,34,27,27,27,n/a,39,23,24,30,n/a,23,n/a
28/4/2019,n/a,9,12,15,n/a,11,17,21,16,13,15,22,20,13,20,n/a,33,17,18,20,n/a,8,n/a
29/4/2019,n/a,6,13,14,n/a,8,14,28,16,11,11,17,15,10,16,n/a,29,15,15,18,n/a,6,n/a
30/4/2019,n/a,9,9,14,n/a,8,15,34,18,15,14,20,18,13,27,n/a,35,17,12,13,n/a,11,n/a
1/5/2019,n/a,7,10,12,n/a,7,14,21,14,12,13,20,15,10,17,n/a,56,18,14,12,n/a,8,n/a
2/5/2019,n/a,7,10,10,n/a,9,12,28,14,10,12,17,14,9,21,n/a,62,14,13,13,n/a,6,n/a
3/5/2019,n/a,9,11,14,n/a,n/a,16,n/a,17,14,15,22,17,12,14,n/a,26,17,14,13,n/a,8,n/a
4/5/2019,n/a,11,11,13,n/a,9,14,n/a,18,12,14,20,19,11,18,n/a,19,19,14,21,n/a,9,n/a
5/5/2019,n/a,11,12,14,n/a,12,15,n/a,22,12,17,22,19,14,18,n/a,14,20,15,n/a,n/a,11,n/a
6/5/2019,n/a,19,22,23,n/a,21,26,42,33,24,25,30,29,22,26,n/a,16,25,19,n/a,n/a,20,n/a
7/5/2019,n/a,27,28,29,n/a,27,32,45,35,29,31,32,33,28,39,n/a,19,34,23,37,n/a,29,n/a
8/5/2019,n/a,32,31,30,n/a,28,33,66,34,32,34,40,40,30,42,n/a,24,36,23,31,n/a,33,n/a
9/5/2019,n/a,30,30,32,n/a,32,34,50,38,33,35,41,37,31,40,n/a,21,37,29,28,n/a,28,n/a
10/5/2019,n/a,29,32,28,n/a,26,30,47,34,29,31,38,33,27,36,n/a,29,35,33,34,n/a,26,n/a
11/5/2019,n/a,27,27,27,n/a,23,32,41,33,28,32,38,33,27,38,n/a,34,31,24,27,n/a,26,n/a
12/5/2019,n/a,27,28,28,n/a,24,29,38,33,28,31,37,31,25,30,n/a,26,31,26,25,n/a,24,n/a
13/5/2019,n/a,26,19,20,n/a,16,26,39,27,23,25,33,30,21,26,n/a,24,27,19,22,n/a,19,n/a
